codec,wav,pesq,stoi,sdr,lsd,spk_cos
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000956.wav,4.593177795410156,0.9999943985073131,47.146624833414165,148.6105194091797,0.9998296499252319
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000759.wav,4.406854629516602,0.9999931589119413,27.275876596915193,170.16876220703125,0.9995222687721252
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000981.wav,4.215532302856445,0.9999798707591516,14.921196239580967,283.1532897949219,0.9973453283309937
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000995.wav,4.550102233886719,0.9999944384526948,35.77206069635296,203.53761291503906,0.9949600696563721
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000765.wav,4.57706356048584,0.9999766367173669,43.05694490256677,192.91087341308594,0.9995570182800293
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000003.wav,4.569153785705566,0.9999938541732967,45.055026242768776,211.2016143798828,0.999586820602417
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000017.wav,4.402370452880859,0.9999913461172236,22.741453439489597,264.66326904296875,0.9974531531333923
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000771.wav,4.369534492492676,0.9999791089984345,28.496243566001663,263.4422607421875,0.9990077018737793
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000598.wav,4.391513347625732,0.9999831494070248,26.284697080903374,260.2674255371094,0.9982243180274963
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000229.wav,4.402588844299316,0.9999861657923826,25.201830926985025,295.9212646484375,0.9990272521972656
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000201.wav,4.454968452453613,0.9999944016842611,26.95705290029445,263.6800842285156,0.9979555010795593
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000567.wav,4.498517036437988,0.9999851971931886,32.27602524874966,262.3370056152344,0.9997101426124573
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000573.wav,4.577474594116211,0.9999818696039434,43.54759940937045,202.6426544189453,0.9996583461761475
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000215.wav,4.538584232330322,0.9999940382305744,38.863393655596944,224.2105712890625,0.9998266696929932
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000565.wav,4.543397903442383,0.9999287484664588,33.48295004840273,230.1479034423828,0.9996213912963867
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000203.wav,4.535704135894775,0.9999927827029504,36.63688652330619,166.0110321044922,0.9994262456893921
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_001057.wav,4.5481858253479,0.9999905543843388,42.37332275934823,241.80162048339844,0.9996224641799927
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000349.wav,4.497134208679199,0.9999881035983617,32.76737052792781,247.47879028320312,0.999411404132843
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_001043.wav,4.374510765075684,0.9999917398757496,27.38234000466283,252.29617309570312,0.9972226619720459
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000375.wav,4.4965291023254395,0.9999805645101799,34.320793438785216,252.2228240966797,0.999726414680481
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000413.wav,4.58842658996582,0.999993557218029,43.25730159050239,165.4874267578125,0.9989020824432373
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000407.wav,4.398415565490723,0.9999901442488903,29.074087262129748,269.639404296875,0.9994290471076965
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000361.wav,4.199912071228027,0.999964796258644,16.279363413695336,323.8090515136719,0.99851393699646
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000836.wav,4.45289945602417,0.9999857913955099,32.715428249417464,263.25445556640625,0.9996267557144165
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000188.wav,4.221311092376709,0.999987928027791,17.150195364901368,245.57411193847656,0.9954993724822998
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000822.wav,4.593714237213135,0.9999940440491433,46.985070087082555,151.79254150390625,0.9996434450149536
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000639.wav,4.493488788604736,0.9999887375366201,33.875378774655935,238.96954345703125,0.999308168888092
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000611.wav,4.403871536254883,0.999989740739584,23.164274942282116,157.72303771972656,0.9994034171104431
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000177.wav,4.568750381469727,0.9999864412672608,49.440937062109796,129.3309326171875,0.9996364116668701
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000163.wav,4.592972755432129,0.9999899445648202,48.1024532630504,152.15516662597656,0.9998099207878113
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000605.wav,4.451848030090332,0.9999911466063771,27.762464827530557,273.74468994140625,0.9966176748275757
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000942.wav,4.327923774719238,0.9999789852943214,23.684343561850035,269.22735595703125,0.9973658323287964
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000607.wav,4.244354248046875,0.9999800470564497,19.95368904392613,179.9165802001953,0.9888580441474915
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000161.wav,4.442318916320801,0.99998822569473,27.339222162447008,262.7206115722656,0.9992894530296326
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000149.wav,4.575771808624268,0.9999834400216097,42.7798664934362,161.06704711914062,0.9998027086257935
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000808.wav,4.522918701171875,0.9999902886914487,40.96443086953823,242.69387817382812,0.9997256994247437
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000834.wav,4.533422470092773,0.99999038149448,34.680891823196504,265.21649169921875,0.999765932559967
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000820.wav,4.273715019226074,0.9999859553548435,19.33225431658125,283.55853271484375,0.9970237612724304
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000411.wav,4.445384979248047,0.9999746469086275,27.715828520883164,280.2093811035156,0.9975631237030029
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000377.wav,4.359292984008789,0.9999850289292709,24.13580809255418,268.6390380859375,0.998742938041687
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_001069.wav,4.525720596313477,0.9999929338744286,33.62447208491496,226.89447021484375,0.999733030796051
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000363.wav,4.4540486335754395,0.9999881374819292,30.854682512371706,254.69346618652344,0.9985019564628601
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000405.wav,4.493281364440918,0.9999910874127725,37.142022544896236,250.88511657714844,0.9996060132980347
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_001055.wav,4.416859149932861,0.9999901605272572,26.48984238206993,284.1811218261719,0.9993140697479248
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_001041.wav,4.20676326751709,0.999937284454742,19.416581884365595,282.83135986328125,0.9982039928436279
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000439.wav,4.565933704376221,0.9999588185353125,40.609730784585814,209.23960876464844,0.9997231364250183
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000388.wav,4.45661735534668,0.9999926513204449,31.248531398364868,262.72723388671875,0.9993302822113037
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_001082.wav,4.511373996734619,0.999984481940556,29.069149185044232,220.56033325195312,0.999424934387207
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000174.wav,4.53241491317749,0.9999924326841935,40.554618785020125,228.20848083496094,0.9997929930686951
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000612.wav,4.574520587921143,0.999987227983118,56.463626514742955,127.80460357666016,0.9995502829551697
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000955.wav,4.472156524658203,0.9999766362682846,29.496710605957013,254.0874786376953,0.9997313022613525
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000941.wav,4.44173002243042,0.999976989770004,27.738578949547325,246.3776397705078,0.9993720650672913
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000799.wav,4.398017883300781,0.9999832625902159,24.015163434708064,206.7608642578125,0.9985435605049133
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000969.wav,4.580278396606445,0.9999937238195054,48.96754189139017,167.05685424804688,0.999807596206665
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000996.wav,4.333210468292236,0.9999755816314314,20.617932665282318,274.0750732421875,0.9983917474746704
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000028.wav,4.541396617889404,0.9999918831605751,41.14765459788994,203.86524963378906,0.9997583031654358
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000982.wav,4.557709693908691,0.9999927775516378,37.27934742327279,186.3854217529297,0.9981376528739929
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000772.wav,4.306652069091797,0.9999826971755849,26.12522464122929,278.7744445800781,0.9982366561889648
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000014.wav,4.442878246307373,0.9999930654436556,26.308237071345253,238.15330505371094,0.9988496899604797
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000766.wav,4.479036331176758,0.9999850878620724,29.42895280065244,255.7006072998047,0.9993786215782166
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000558.wav,4.433221817016602,0.999990721784045,28.850089916369658,226.02134704589844,0.9987442493438721
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000216.wav,4.594155311584473,0.9999942560123392,48.41807534578525,152.08663940429688,0.9997540712356567
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000570.wav,4.4228291511535645,0.9999915049506556,27.741402311006237,237.18353271484375,0.9993833303451538
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000564.wav,4.229641437530518,0.999988966959668,16.58814888921938,227.9466094970703,0.9979623556137085
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000604.wav,4.579708576202393,0.9999843133530479,41.82789334229825,138.402587890625,0.9998229742050171
codec_wraps.traditional_wrap,data/16k_eval/librispeech_clean/librispeech_clean_000610.wav,4.443452835083008,0.9999916910224445,26.065866238647626,242.4043731689453,0.9985508322715759
